;sample_full;tax_rank;taxid;abundance;Kingdom;Phylum;Class;Order;Family;Genus;Species
234;ProLFneuk1;15;N54361_1855;0.000393224;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
235;ProLFneuk2;8;N54361_1855;0.00272299;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
236;ProPAaltg2;18;N54361_1855;0.001287192;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
237;ProPAaltk1;15;N54361_1855;0.004870652;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
238;ProPAaltk2;7;N54361_1855;0.008498584;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
239;ProPAneug2;17;N54361_1855;0.000418397;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
240;ProPAneuk1;12;N54361_1855;0.002020202;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
241;ProPAneuk2;4;N54361_1855;0.03877538;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
242;ProPAneuk3;8;N54361_1855;0.016895809;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
243;ProPSaltk1;15;N54361_1855;0.000689094;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
244;ProPSaltk2;18;N54361_1855;0.000769823;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
245;ProPSaltk3;18;N54361_1855;0.00095213;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
246;ProPSneug1;19;N54361_1855;0.000736032;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
247;ProPSneug2;13;N54361_1855;0.001783205;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
248;ProPSneug3;17;N54361_1855;0.002078282;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
249;ProPSneuk1;13;N54361_1855;0.002123407;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
250;ProPSneuk3;8;N54361_1855;0.003920608;Bacteria;Dependentiae;Babeliae;NA;NA;NA;NA
251;ProPAaltk2;49;N52754_147;0;Bacteria;Elusimicrobiota;Elusimicrobia;NA;NA;NA;NA
252;ProLAaltk2;15;N2603_1049;0.002208068;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
253;ProLAaltk3;14;N2603_1049;0.002978951;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
254;ProLAneug1;22;N2603_1049;0.000383289;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
255;ProLAneuk1;7;N2603_1049;0.008632693;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
256;ProLAneuk2;10;N2603_1049;0.000892538;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
257;ProLAneuk3;9;N2603_1049;0.002538071;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
258;ProLFneuk1;6;N2603_1049;0.010284332;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
259;ProLFneuk2;9;N2603_1049;0.002554309;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
260;ProPAaltk2;33;N2603_1049;0;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
261;ProPAneuk1;15;N2603_1049;0.001443001;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
262;ProPAneuk3;7;N2603_1049;0.018055325;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
263;ProPSaltk1;20;N2603_1049;0.000375869;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
264;ProPSneuk2;5;N2603_1049;0.020532866;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
265;ProLFneug1;18;N69126_147;0.000133153;Bacteria;WPS-2;WPS-2_unclassified;NA;NA;NA;NA
266;ProLFneug2;18;N69126_147;0.000155872;Bacteria;WPS-2;WPS-2_unclassified;NA;NA;NA;NA
267;ProPAaltk2;67;N69126_147;0;Bacteria;WPS-2;WPS-2_unclassified;NA;NA;NA;NA
268;ProPAneug1;20;N69126_147;0.000611296;Bacteria;WPS-2;WPS-2_unclassified;NA;NA;NA;NA
269;ProPAneug3;20;N69126_147;0.000390531;Bacteria;WPS-2;WPS-2_unclassified;NA;NA;NA;NA
270;ProPSaltg2;21;N69126_147;0.000490697;Bacteria;WPS-2;WPS-2_unclassified;NA;NA;NA;NA
271;ProCg1;1;N63424_189047;0.434003528;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
272;ProCg2;2;N63424_189047;0.212007291;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
273;ProCg3;1;N63424_189047;0.344185094;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
274;ProCk1;1;N63424_189047;0.223609535;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
275;ProCk2;1;N63424_189047;0.272045279;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
276;ProCk3;1;N63424_189047;0.340175294;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
277;ProLAaltg1;1;N63424_189047;0.895338067;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
278;ProLAaltg2;1;N63424_189047;0.874403816;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
279;ProLAaltg3;1;N63424_189047;0.684527518;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
280;ProLAaltk1;1;N63424_189047;0.868281441;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
281;ProLAaltk2;1;N63424_189047;0.68522293;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
282;ProLAaltk3;1;N63424_189047;0.55089509;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
283;ProLAneug1;1;N63424_189047;0.723265619;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
284;ProLAneug2;1;N63424_189047;0.79851627;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
285;ProLAneug3;1;N63424_189047;0.642687747;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
286;ProLAneuk1;1;N63424_189047;0.666666667;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
287;ProLAneuk2;1;N63424_189047;0.779810782;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
288;ProLAneuk3;1;N63424_189047;0.739571838;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
289;ProLFaltg1;1;N63424_189047;0.472575058;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
290;ProLFaltg2;1;N63424_189047;0.729961832;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
291;ProLFaltg3;1;N63424_189047;0.936044328;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
292;ProLFaltk1;1;N63424_189047;0.500079578;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
293;ProLFaltk2;1;N63424_189047;0.628898732;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
294;ProLFaltk3;1;N63424_189047;0.718341652;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
295;ProLFneug1;1;N63424_189047;0.927431704;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
296;ProLFneug2;1;N63424_189047;0.908217078;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
297;ProLFneug3;1;N63424_189047;0.943065812;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
298;ProLFneuk1;1;N63424_189047;0.73045977;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
299;ProLFneuk2;1;N63424_189047;0.661469692;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
300;ProLFneuk3;1;N63424_189047;0.547556757;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
301;ProPAaltg1;1;N63424_189047;0.74449509;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
302;ProPAaltg2;1;N63424_189047;0.670577751;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
303;ProPAaltg3;1;N63424_189047;0.750107021;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
304;ProPAaltk1;2;N63424_189047;0.336120939;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
305;ProPAaltk2;1;N63424_189047;0.66572238;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
306;ProPAaltk3;1;N63424_189047;0.611321948;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
307;ProPAneug1;1;N63424_189047;0.675960133;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
308;ProPAneug2;1;N63424_189047;0.833896559;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
309;ProPAneug3;1;N63424_189047;0.739365537;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
310;ProPAneuk1;1;N63424_189047;0.628860029;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
311;ProPAneuk2;1;N63424_189047;0.645759209;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
312;ProPAneuk3;1;N63424_189047;0.628954779;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
313;ProPSaltg1;1;N63424_189047;0.646380742;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
314;ProPSaltg2;1;N63424_189047;0.810754447;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
315;ProPSaltg3;1;N63424_189047;0.899266728;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
316;ProPSaltk1;1;N63424_189047;0.840067656;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
317;ProPSaltk2;1;N63424_189047;0.732941423;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
318;ProPSaltk3;1;N63424_189047;0.724368454;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
319;ProPSneug1;1;N63424_189047;0.530010037;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
320;ProPSneug2;1;N63424_189047;0.759321301;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
321;ProPSneug3;1;N63424_189047;0.669149059;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
322;ProPSneuk1;1;N63424_189047;0.743067699;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
323;ProPSneuk2;1;N63424_189047;0.692950532;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
324;ProPSneuk3;1;N63424_189047;0.838846688;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA
325;ProPAaltk2;25;N21791_321;0;Bacteria;Bacteroidota;Ignavibacteria;NA;NA;NA;NA
326;ProCg1;5;N855_4224;0.028657711;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
327;ProCg2;5;N855_4224;0.051606288;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
328;ProCg3;5;N855_4224;0.033988534;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
329;ProCk1;8;N855_4224;0.039372872;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
330;ProCk2;5;N855_4224;0.038950621;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
331;ProCk3;9;N855_4224;0.018952731;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
332;ProLAaltg1;6;N855_4224;0.004116497;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
333;ProLAaltg2;7;N855_4224;0.005763116;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
334;ProLAaltg3;5;N855_4224;0.018483904;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
335;ProLAaltk1;4;N855_4224;0.010730489;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
336;ProLAaltk2;6;N855_4224;0.013673036;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
337;ProLAaltk3;5;N855_4224;0.043883315;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
338;ProLAneug1;4;N855_4224;0.030088156;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
339;ProLAneug2;5;N855_4224;0.015174507;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
340;ProLAneug3;8;N855_4224;0.011625203;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
341;ProLAneuk1;5;N855_4224;0.018100808;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
342;ProLAneuk2;8;N855_4224;0.005176723;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
343;ProLAneuk3;4;N855_4224;0.039229751;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
344;ProLFaltg1;5;N855_4224;0.024923018;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
345;ProLFaltg2;8;N855_4224;0.006679389;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
346;ProLFaltg3;6;N855_4224;0.002253944;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
347;ProLFaltk1;4;N855_4224;0.048033359;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
348;ProLFaltk2;4;N855_4224;0.034992927;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
349;ProLFaltk3;4;N855_4224;0.03217646;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
350;ProLFneug1;4;N855_4224;0.005303921;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
351;ProLFneug2;4;N855_4224;0.005169771;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
352;ProLFneug3;6;N855_4224;0.003828193;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
353;ProLFneuk1;5;N855_4224;0.011736237;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
354;ProLFneuk2;4;N855_4224;0.024012916;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
355;ProLFneuk3;4;N855_4224;0.026886486;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
356;ProPAaltg1;6;N855_4224;0.009773908;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
357;ProPAaltg2;8;N855_4224;0.01485222;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
358;ProPAaltg3;7;N855_4224;0.011558219;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
359;ProPAaltk1;4;N855_4224;0.066351146;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
360;ProPAaltk2;8;N855_4224;0.008498584;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
361;ProPAaltk3;6;N855_4224;0.020777989;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
362;ProPAneug1;6;N855_4224;0.015149502;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
363;ProPAneug2;7;N855_4224;0.008110457;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
364;ProPAneug3;6;N855_4224;0.020908435;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
365;ProPAneuk1;6;N855_4224;0.006637807;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
366;ProPAneuk2;5;N855_4224;0.031659458;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
367;ProPAneuk3;9;N855_4224;0.01341726;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
368;ProPSaltg1;6;N855_4224;0.013815901;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
369;ProPSaltg2;7;N855_4224;0.009732161;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
370;ProPSaltg3;8;N855_4224;0.004445463;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
371;ProPSaltk1;4;N855_4224;0.015661217;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
372;ProPSaltk2;4;N855_4224;0.027293722;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
373;ProPSaltk3;7;N855_4224;0.010473432;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
374;ProPSneug1;5;N855_4224;0.03626631;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
375;ProPSneug2;6;N855_4224;0.012968767;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
376;ProPSneug3;4;N855_4224;0.027768156;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
377;ProPSneuk1;5;N855_4224;0.015113665;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
378;ProPSneuk2;6;N855_4224;0.01855596;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
379;ProPSneuk3;6;N855_4224;0.008249612;Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;NA
380;ProCk3;13;N54108_1678;0.00794067;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
381;ProLAaltg1;18;N54108_1678;0.00041165;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
382;ProLAaltg2;12;N54108_1678;0.001391097;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
383;ProLAaltk1;11;N54108_1678;0.001128262;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
384;ProLAneug3;15;N54108_1678;0.001348524;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
385;ProLAneuk1;22;N54108_1678;0.000278474;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
386;ProLFaltg1;17;N54108_1678;0.000962279;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
387;ProLFaltg2;14;N54108_1678;0.002544529;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
388;ProLFaltg3;13;N54108_1678;0.000751315;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
389;ProLFaltk2;16;N54108_1678;0.001507316;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
390;ProLFaltk3;15;N54108_1678;0.000807574;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
391;ProLFneug1;14;N54108_1678;0.000266306;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
392;ProLFneug2;17;N54108_1678;0.000155872;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
393;ProLFneug3;11;N54108_1678;0.000352954;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
394;ProLFneuk1;21;N54108_1678;0.00015124;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
395;ProLFneuk2;15;N54108_1678;0.00069882;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
396;ProPAaltg1;13;N54108_1678;0.002177019;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
397;ProPAaltg3;12;N54108_1678;0.002996575;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
398;ProPAaltk2;50;N54108_1678;0;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
399;ProPAneug1;8;N54108_1678;0.005209302;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
400;ProPAneug2;19;N54108_1678;0.000354028;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
401;ProPAneug3;15;N54108_1678;0.000961307;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
402;ProPAneuk1;18;N54108_1678;0.001298701;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
403;ProPAneuk2;15;N54108_1678;0.000681765;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
404;ProPAneuk3;22;N54108_1678;0.000165645;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
405;ProPSaltg1;21;N54108_1678;0.001017122;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
406;ProPSaltg3;19;N54108_1678;0.000549954;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
407;ProPSaltk2;10;N54108_1678;0.002659388;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
408;ProPSneug1;14;N54108_1678;0.002141184;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
409;ProPSneug2;10;N54108_1678;0.002917973;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
410;ProPSneug3;16;N54108_1678;0.002078282;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
411;ProPSneuk1;20;N54108_1678;0.000874344;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
412;ProPSneuk3;21;N54108_1678;0.000245038;Bacteria;Acidobacteriota;Thermoanaerobaculia;NA;NA;NA;NA
413;ProCg1;3;N22382_8212;0.167051204;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
414;ProCg2;1;N22382_8212;0.285030759;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
415;ProCg3;3;N22382_8212;0.180999181;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
416;ProCk1;3;N22382_8212;0.123864926;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
417;ProCk2;3;N22382_8212;0.143502288;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
418;ProCk3;3;N22382_8212;0.125103004;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
419;ProLAaltg1;2;N22382_8212;0.027786354;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
420;ProLAaltg2;2;N22382_8212;0.034976153;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
421;ProLAaltg3;2;N22382_8212;0.078920042;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
422;ProLAaltk1;2;N22382_8212;0.05271623;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
423;ProLAaltk2;3;N22382_8212;0.082208068;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
424;ProLAaltk3;4;N22382_8212;0.047761572;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
425;ProLAneug1;2;N22382_8212;0.091989268;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
426;ProLAneug2;2;N22382_8212;0.058843365;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
427;ProLAneug3;2;N22382_8212;0.102627296;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
428;ProLAneuk1;3;N22382_8212;0.113895851;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
429;ProLAneuk2;3;N22382_8212;0.021599429;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
430;ProLAneuk3;3;N22382_8212;0.052582211;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
431;ProLFaltg1;2;N22382_8212;0.256543495;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
432;ProLFaltg2;2;N22382_8212;0.096374046;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
433;ProLFaltg3;3;N22382_8212;0.018501127;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
434;ProLFaltk1;3;N22382_8212;0.129330377;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
435;ProLFaltk2;3;N22382_8212;0.10685713;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
436;ProLFaltk3;3;N22382_8212;0.068215651;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
437;ProLFneug1;2;N22382_8212;0.025321231;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
438;ProLFneug2;3;N22382_8212;0.029589796;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
439;ProLFneug3;2;N22382_8212;0.017158992;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
440;ProLFneuk1;3;N22382_8212;0.03968542;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
441;ProLFneuk2;3;N22382_8212;0.059761196;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
442;ProLFneuk3;3;N22382_8212;0.060281081;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
443;ProPAaltg1;2;N22382_8212;0.066580493;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
444;ProPAaltg2;2;N22382_8212;0.086192386;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
445;ProPAaltg3;2;N22382_8212;0.078446062;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
446;ProPAaltk1;3;N22382_8212;0.075954602;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
447;ProPAaltk2;3;N22382_8212;0.050991501;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
448;ProPAaltk3;2;N22382_8212;0.118627451;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
449;ProPAneug1;2;N22382_8212;0.129328904;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
450;ProPAneug2;2;N22382_8212;0.067265296;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
451;ProPAneug3;4;N22382_8212;0.02986061;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
452;ProPAneuk1;3;N22382_8212;0.059018759;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
453;ProPAneuk2;3;N22382_8212;0.040202825;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
454;ProPAneuk3;6;N22382_8212;0.018717906;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
455;ProPSaltg1;2;N22382_8212;0.125953551;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
456;ProPSaltg2;3;N22382_8212;0.051441423;Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA
