;sample_full;tax_rank;taxid;abundance;Kingdom;Phylum;Class;Order;Family;Genus;Species
174;ProPSaltk3;4;N62214_45676;0.068897757;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae Family;NA
175;ProPSneug1;1;N62214_45676;0.124924724;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae Family;NA
176;ProPSneug2;1;N62214_45676;0.310169675;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae Family;NA
177;ProPSneug3;1;N62214_45676;0.202921141;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae Family;NA
178;ProPSneuk1;4;N62214_45676;0.085311017;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae Family;NA
179;ProPSneuk2;2;N62214_45676;0.074762996;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae Family;NA
180;ProPSneuk3;2;N62214_45676;0.080780854;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae Family;NA
181;ProLAneuk3;10;N25539_1364;0.014952549;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Denitratisoma;NA
182;ProCg1;13;N52734_21877;0.012854547;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
183;ProLAaltk1;3;N52734_21877;0.094773988;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
184;ProLAaltk2;2;N52734_21877;0.10373673;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
185;ProLAaltk3;3;N52734_21877;0.065494759;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
186;ProLFaltg2;3;N52734_21877;0.053435115;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
187;ProLFneuk2;3;N52734_21877;0.047628228;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
188;ProPAaltk2;13;N52734_21877;0.016997167;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
189;ProPAneug2;6;N52734_21877;0.031605034;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
190;ProPAneuk1;2;N52734_21877;0.130880231;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
191;ProPAneuk2;3;N52734_21877;0.04572086;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
192;ProPSaltk3;5;N52734_21877;0.035188299;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
193;ProPSneug1;5;N52734_21877;0.037671462;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;NA
194;ProCg1;4;N7145_7566;0.031374715;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
195;ProLAaltk1;15;N7145_7566;0.008666011;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
196;ProLAneuk1;23;N7145_7566;0.011695906;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
197;ProLAneuk2;16;N7145_7566;0.009014638;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
198;ProLFaltk3;19;N7145_7566;0.007657355;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
199;ProLFneuk2;9;N7145_7566;0.014169187;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
200;ProLFneuk3;6;N7145_7566;0.026108108;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
201;ProPAaltk2;9;N7145_7566;0.028328612;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
202;ProPAneuk1;19;N7145_7566;0.010533911;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
203;ProPAneuk2;13;N7145_7566;0.014061401;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
204;ProPSaltk2;10;N7145_7566;0.023514592;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
205;ProPSneuk2;17;N7145_7566;0.01428764;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
206;ProPSneuk3;12;N7145_7566;0.012905334;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;NA
207;ProCg1;16;N5391_3399;0.010890286;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Parvibium;NA
208;ProCg3;18;N5391_3399;0.012489762;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Parvibium;NA
209;ProLAneug1;19;N34179_2184;0.013031813;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
210;ProLAneug3;16;N34179_2184;0.010695187;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
211;ProLFneug1;11;N34179_2184;0.004194314;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
212;ProLFneug2;18;N34179_2184;0.002987556;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
213;ProPAneug2;19;N34179_2184;0.005760999;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
214;ProPSaltg1;17;N34179_2184;0.010679776;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
215;ProPSaltg3;17;N34179_2184;0.003895509;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
216;ProPSneug1;18;N34179_2184;0.013850786;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
217;ProPSneug3;15;N34179_2184;0.013797483;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacteraceae Family;NA
218;ProCg1;15;N44802_1051;0.011246615;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;NA
219;ProCg3;13;N54361_1855;0.014332514;Bacteria;Dependentiae;Babeliae;Babeliales;UBA12411;UBA12411_unclassified;NA
220;ProLAneuk2;18;N54361_1855;0.006961799;Bacteria;Dependentiae;Babeliae;Babeliales;UBA12411;UBA12411_unclassified;NA
221;ProPAneuk2;5;N54361_1855;0.038668854;Bacteria;Dependentiae;Babeliae;Babeliales;UBA12411;UBA12411_unclassified;NA
222;ProPAneuk3;15;N54361_1855;0.016730164;Bacteria;Dependentiae;Babeliae;Babeliales;UBA12411;UBA12411_unclassified;NA
223;ProCg3;2;N50894_9206;0.042383292;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
224;ProCk2;7;N50894_9206;0.022208687;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
225;ProLAaltg1;5;N50894_9206;0.014819389;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
226;ProLAneug1;3;N50894_9206;0.034112687;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
227;ProLAneuk1;3;N50894_9206;0.081592871;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
228;ProLAneuk3;5;N50894_9206;0.04822335;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
229;ProPAneuk3;4;N50894_9206;0.063939043;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
230;ProPSneug2;3;N50894_9206;0.0980763;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
231;ProPSneuk3;7;N50894_9206;0.025238912;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;NA
232;ProLFneuk1;14;N2603_1049;0.010284332;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;NA
233;ProPAneuk3;14;N2603_1049;0.018055325;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;NA
234;ProPSneuk2;14;N2603_1049;0.020532866;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;NA
235;ProPSneuk2;15;N18211_970;0.019454554;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Williamwhitmania;NA
236;ProPSneuk3;20;N18211_970;0.010536633;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae;Williamwhitmania;NA
237;ProLAneuk1;4;N11574_1433;0.055416319;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Magnetospirillum;NA
238;ProPSneuk2;9;N11574_1433;0.036842342;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Magnetospirillum;NA
239;ProLFaltg2;12;N70232_154;0.013676845;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Isochromatium;NA
240;ProLAaltk1;5;N63722_1756;0.039993278;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Inhella;NA
241;ProLAaltg1;10;N44349_2588;0.008541731;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
242;ProLAaltg3;19;N44349_2588;0.01007269;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
243;ProLAaltk2;16;N44349_2588;0.012526539;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
244;ProLAneug2;15;N44349_2588;0.008767493;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
245;ProLAneug3;11;N44349_2588;0.017019298;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
246;ProLFaltg1;18;N44349_2588;0.011258661;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
247;ProLFaltg2;17;N44349_2588;0.008905852;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
248;ProLFaltg3;18;N44349_2588;0.001972201;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
249;ProLFaltk1;12;N44349_2588;0.018451516;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
250;ProLFaltk2;18;N44349_2588;0.013055678;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
251;ProLFneug2;13;N44349_2588;0.004468345;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
252;ProLFneuk1;17;N44349_2588;0.009013914;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
253;ProPAaltg1;15;N44349_2588;0.006077511;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
254;ProPAaltg3;16;N44349_2588;0.008668664;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
255;ProPAaltk1;8;N44349_2588;0.023296421;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
256;ProPAneug1;11;N44349_2588;0.022325581;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
257;ProPAneug3;12;N44349_2588;0.018144677;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
258;ProPSaltg1;12;N44349_2588;0.014324462;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
259;ProPSaltg2;7;N44349_2588;0.010345533;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
260;ProPSneug1;8;N44349_2588;0.031850117;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
261;ProPSneug2;15;N44349_2588;0.010320977;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;NA
262;ProLAaltg1;1;N63424_189047;0.674590923;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
263;ProLAaltg2;1;N63424_189047;0.67945151;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
264;ProLAaltg3;9;N63424_189047;0.016510903;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
265;ProLAaltk1;9;N63424_189047;0.019708572;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
266;ProLAaltk2;3;N63424_189047;0.08462845;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
267;ProLAneug1;5;N63424_189047;0.024338827;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
268;ProLAneug2;3;N63424_189047;0.083796999;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
269;ProLAneug3;1;N63424_189047;0.311229947;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
270;ProLAneuk1;11;N63424_189047;0.025062657;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
271;ProLAneuk2;5;N63424_189047;0.061049625;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
272;ProLAneuk3;7;N63424_189047;0.022015008;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
273;ProLFaltg1;1;N63424_189047;0.123845266;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
274;ProLFaltg2;1;N63424_189047;0.327926209;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
275;ProLFaltg3;1;N63424_189047;0.851239669;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
276;ProLFaltk1;1;N63424_189047;0.177236411;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
277;ProLFaltk2;3;N63424_189047;0.049973332;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
278;ProLFaltk3;1;N63424_189047;0.312482365;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
279;ProLFneug1;1;N63424_189047;0.83528994;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
280;ProLFneug2;1;N63424_189047;0.764606552;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
281;ProLFneug3;1;N63424_189047;0.822654214;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
282;ProLFneuk1;6;N63424_189047;0.019903206;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
283;ProLFneuk2;6;N63424_189047;0.019807945;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
284;ProPAaltg1;1;N63424_189047;0.487924349;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
285;ProPAaltg2;7;N63424_189047;0.020050498;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
286;ProPAaltg3;11;N63424_189047;0.014019692;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
287;ProPAaltk1;19;N63424_189047;0.013417268;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
288;ProPAaltk2;7;N63424_189047;0.042492918;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
289;ProPAaltk3;2;N63424_189047;0.086021505;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
290;ProPAneug1;1;N63424_189047;0.172784053;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
291;ProPAneug2;1;N63424_189047;0.407936661;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
292;ProPAneug3;1;N63424_189047;0.283525595;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
293;ProPAneuk1;13;N63424_189047;0.014862915;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
294;ProPAneuk2;14;N63424_189047;0.012037412;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
295;ProPAneuk3;3;N63424_189047;0.08331953;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
296;ProPSaltg1;13;N63424_189047;0.013561621;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
297;ProPSaltg2;1;N63424_189047;0.451891229;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
298;ProPSaltg3;1;N63424_189047;0.636984418;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
299;ProPSaltk1;2;N63424_189047;0.040844453;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
300;ProPSaltk2;6;N63424_189047;0.040940584;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
301;ProPSaltk3;3;N63424_189047;0.080667707;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
302;ProPSneug1;2;N63424_189047;0.108330545;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
303;ProPSneug2;8;N63424_189047;0.018102237;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
304;ProPSneug3;16;N63424_189047;0.011719201;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
305;ProPSneuk1;2;N63424_189047;0.141144142;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
306;ProPSneuk2;12;N63424_189047;0.02426203;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
307;ProPSneuk3;4;N63424_189047;0.046557216;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae;Ketobacter;NA
308;ProPSneug2;18;N26372_1590;0.008429698;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Class;EC3_unclassified;EC3_unclassified;NA
309;ProCg3;20;N69343_12286;0.011875512;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;NA
310;ProCk2;1;N69343_12286;0.041683998;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;NA
311;ProCk3;2;N69343_12286;0.037830549;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;NA
312;ProLAaltk1;10;N65913_12447;0.014547375;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
313;ProLAaltk3;19;N65913_12447;0.008655819;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
314;ProLAneug1;9;N65913_12447;0.019356075;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
315;ProLAneug2;10;N65913_12447;0.014162873;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
316;ProLAneug3;2;N65913_12447;0.112206464;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
317;ProLFaltg1;3;N65913_12447;0.067167052;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
318;ProLFaltg2;11;N65913_12447;0.014312977;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
319;ProLFneug2;8;N65913_12447;0.008780817;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
320;ProPAaltg2;11;N65913_12447;0.012178821;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
321;ProPAaltk1;5;N65913_12447;0.037127234;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
322;ProPAneug3;20;N65913_12447;0.005437395;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
323;ProPAneuk2;11;N65913_12447;0.022689989;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
324;ProPSaltg3;16;N65913_12447;0.004812099;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
325;ProPSneug1;10;N65913_12447;0.025158916;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
326;ProPSneug2;4;N65913_12447;0.080622501;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
327;ProPSneug3;5;N65913_12447;0.031001039;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
328;ProPSneuk1;14;N65913_12447;0.010617037;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
329;ProPSneuk3;9;N65913_12447;0.020991587;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseriaceae Family;NA
330;ProLAaltg1;15;N15247_7213;0.005042709;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
331;ProLAaltg2;8;N15247_7213;0.009141494;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
332;ProLAaltg3;8;N15247_7213;0.018899273;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
333;ProLAaltk2;18;N15247_7213;0.010615711;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
334;ProLAneug1;17;N15247_7213;0.014181679;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
335;ProLAneug2;12;N15247_7213;0.012139605;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
336;ProLAneuk1;15;N15247_7213;0.015037594;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
337;ProLFneug2;12;N15247_7213;0.005091835;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
338;ProLFneug3;10;N15247_7213;0.00361099;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
339;ProLFneuk3;15;N15247_7213;0.011362162;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
340;ProPAaltg1;8;N15247_7213;0.016010159;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
341;ProPAaltg2;12;N15247_7213;0.011287688;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
342;ProPAaltg3;18;N15247_7213;0.007384418;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
343;ProPAneug2;13;N15247_7213;0.008721959;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
344;ProPSaltg1;19;N15247_7213;0.008815053;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
345;ProPSaltg3;5;N15247_7213;0.01223648;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus;NA
346;ProLAneuk3;12;N42471_3572;0.014345619;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;NA
347;ProLFneug1;20;N42471_3572;0.002330175;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;NA
